Size,BHK,Bathroom,City,FurnishingStatus,AreaType,Rent
650,2,2,Chennai,Unfurnished,Super Area,11000
2600,4,4,Chennai,Semi-Furnished,Carpet Area,140000
700,1,1,Chennai,Unfurnished,Super Area,12000
720,2,2,Chennai,Unfurnished,Carpet Area,13000
3500,4,4,Chennai,Semi-Furnished,Carpet Area,250000
3000,4,4,Chennai,Unfurnished,Carpet Area,80000
1144,2,2,Chennai,Semi-Furnished,Carpet Area,22999
1750,3,3,Chennai,Unfurnished,Carpet Area,36000
1450,3,2,Chennai,Unfurnished,Super Area,70000
590,2,1,Chennai,Unfurnished,Super Area,12500
900,2,2,Chennai,Semi-Furnished,Super Area,18000
800,2,1,Chennai,Semi-Furnished,Super Area,10000
1000,2,2,Chennai,Semi-Furnished,Super Area,18000
1650,3,3,Chennai,Semi-Furnished,Super Area,37000
700,2,2,Chennai,Semi-Furnished,Carpet Area,18000
1280,3,2,Chennai,Semi-Furnished,Super Area,25000
700,2,2,Chennai,Unfurnished,Super Area,10000
980,2,2,Chennai,Unfurnished,Super Area,15000
900,2,2,Chennai,Semi-Furnished,Carpet Area,15000
450,1,1,Chennai,Unfurnished,Super Area,9000
1200,2,2,Chennai,Unfurnished,Super Area,14000
650,2,2,Chennai,Semi-Furnished,Super Area,8500
1903,3,3,Chennai,Semi-Furnished,Super Area,35000
650,2,1,Chennai,Semi-Furnished,Super Area,10000
450,1,1,Chennai,Unfurnished,Carpet Area,5000
900,2,2,Chennai,Unfurnished,Carpet Area,23000
550,2,1,Chennai,Unfurnished,Super Area,15000
750,2,2,Chennai,Semi-Furnished,Super Area,18500
1000,2,2,Chennai,Semi-Furnished,Super Area,28000
1050,3,3,Chennai,Semi-Furnished,Carpet Area,32000
650,1,2,Chennai,Furnished,Carpet Area,14000
400,1,1,Chennai,Semi-Furnished,Super Area,7000
1075,3,3,Chennai,Semi-Furnished,Carpet Area,33000
2000,3,3,Chennai,Semi-Furnished,Carpet Area,100000
720,2,2,Chennai,Semi-Furnished,Super Area,18000
1000,3,2,Chennai,Unfurnished,Carpet Area,16000
500,1,1,Chennai,Unfurnished,Super Area,8500
900,2,2,Chennai,Furnished,Super Area,10000
900,2,2,Chennai,Semi-Furnished,Super Area,13500
900,2,2,Chennai,Semi-Furnished,Super Area,19000
1000,1,2,Chennai,Unfurnished,Super Area,11500
1300,3,3,Chennai,Semi-Furnished,Super Area,22000
1383,3,3,Chennai,Semi-Furnished,Super Area,12000
800,2,2,Chennai,Semi-Furnished,Carpet Area,10000
1500,2,2,Chennai,Unfurnished,Carpet Area,15000
1350,3,2,Chennai,Semi-Furnished,Carpet Area,35000
2000,3,3,Chennai,Semi-Furnished,Carpet Area,70000
1200,3,2,Chennai,Unfurnished,Carpet Area,32000
1912,3,3,Chennai,Unfurnished,Carpet Area,35000
500,1,1,Chennai,Unfurnished,Carpet Area,10000
950,2,2,Chennai,Unfurnished,Super Area,11000
1000,2,2,Chennai,Unfurnished,Carpet Area,12000
1600,3,3,Chennai,Unfurnished,Carpet Area,40000
900,2,2,Chennai,Unfurnished,Super Area,8000
1265,3,2,Chennai,Semi-Furnished,Super Area,20000
1060,3,2,Chennai,Semi-Furnished,Super Area,12000
1050,2,2,Chennai,Semi-Furnished,Super Area,15000
1500,3,3,Chennai,Unfurnished,Carpet Area,27000
890,2,2,Chennai,Unfurnished,Carpet Area,13000
700,2,3,Chennai,Unfurnished,Carpet Area,9000
1146,3,2,Chennai,Semi-Furnished,Carpet Area,25000
700,1,1,Chennai,Semi-Furnished,Super Area,12000
800,2,2,Chennai,Semi-Furnished,Carpet Area,18000
640,2,2,Chennai,Unfurnished,Carpet Area,9500
909,2,2,Chennai,Semi-Furnished,Super Area,14000
2400,4,3,Chennai,Unfurnished,Carpet Area,40000
3800,4,4,Chennai,Semi-Furnished,Carpet Area,70000
400,2,2,Chennai,Unfurnished,Super Area,15000
886,2,2,Chennai,Unfurnished,Super Area,8500
1570,3,3,Chennai,Semi-Furnished,Super Area,27500
900,2,2,Chennai,Unfurnished,Super Area,15000
400,1,1,Chennai,Unfurnished,Super Area,5000
1600,2,2,Chennai,Semi-Furnished,Super Area,26000
1000,2,2,Chennai,Unfurnished,Super Area,14000
850,2,2,Chennai,Semi-Furnished,Super Area,20000
750,2,2,Chennai,Unfurnished,Super Area,12000
750,2,2,Chennai,Unfurnished,Super Area,17000
2000,3,3,Chennai,Semi-Furnished,Carpet Area,75000
1270,3,2,Chennai,Semi-Furnished,Super Area,19500
2000,2,2,Chennai,Semi-Furnished,Carpet Area,10000
1250,2,2,Chennai,Furnished,Super Area,32000
1000,2,2,Chennai,Unfurnished,Super Area,15000
1050,3,3,Chennai,Semi-Furnished,Carpet Area,28000
800,2,2,Chennai,Semi-Furnished,Super Area,10677
1625,3,3,Chennai,Furnished,Super Area,50000
1535,3,3,Chennai,Unfurnished,Super Area,32500
850,2,2,Chennai,Furnished,Carpet Area,23000
3800,4,4,Hyderabad,Semi-Furnished,Carpet Area,75000
4500,4,4,Hyderabad,Semi-Furnished,Carpet Area,250000
1100,2,2,Hyderabad,Unfurnished,Super Area,10000
3200,3,3,Hyderabad,Semi-Furnished,Carpet Area,60000
647,2,1,Hyderabad,Unfurnished,Super Area,12000
1798,3,3,Hyderabad,Semi-Furnished,Super Area,48000
1700,3,3,Hyderabad,Furnished,Carpet Area,58000
930,2,2,Hyderabad,Semi-Furnished,Super Area,14000
150,1,1,Hyderabad,Unfurnished,Super Area,7000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,13000
1250,2,2,Hyderabad,Unfurnished,Super Area,11000
900,2,2,Hyderabad,Semi-Furnished,Super Area,9500
500,1,1,Hyderabad,Semi-Furnished,Super Area,7500
900,2,2,Hyderabad,Semi-Furnished,Carpet Area,14000
1100,2,2,Hyderabad,Furnished,Super Area,16000
1500,3,3,Hyderabad,Semi-Furnished,Super Area,18000
500,1,1,Hyderabad,Unfurnished,Super Area,8200
1300,3,3,Hyderabad,Furnished,Carpet Area,12000
300,1,1,Hyderabad,Furnished,Super Area,10000
800,2,2,Hyderabad,Semi-Furnished,Super Area,13000
1400,3,2,Hyderabad,Semi-Furnished,Carpet Area,22000
500,1,1,Hyderabad,Furnished,Super Area,10500
750,2,2,Hyderabad,Unfurnished,Super Area,11000
1200,3,3,Hyderabad,Semi-Furnished,Super Area,20000
1350,3,2,Hyderabad,Semi-Furnished,Carpet Area,14000
1400,2,2,Hyderabad,Unfurnished,Super Area,12500
450,1,1,Hyderabad,Unfurnished,Super Area,10500
2061,3,3,Hyderabad,Furnished,Super Area,30000
100,2,2,Hyderabad,Furnished,Super Area,11000
1100,2,2,Hyderabad,Semi-Furnished,Super Area,9000
1650,3,3,Hyderabad,Semi-Furnished,Carpet Area,35000
1500,3,3,Hyderabad,Semi-Furnished,Super Area,23382
1140,2,2,Hyderabad,Semi-Furnished,Super Area,9500
990,2,2,Hyderabad,Unfurnished,Super Area,9000
1700,3,3,Hyderabad,Semi-Furnished,Super Area,60000
1200,2,2,Hyderabad,Unfurnished,Super Area,11000
850,2,2,Hyderabad,Unfurnished,Super Area,11000
900,2,2,Hyderabad,Unfurnished,Super Area,11000
800,2,2,Hyderabad,Semi-Furnished,Super Area,8000
1000,2,2,Hyderabad,Unfurnished,Super Area,9000
1020,2,2,Hyderabad,Semi-Furnished,Super Area,8000
300,1,1,Hyderabad,Unfurnished,Super Area,5500
1800,2,2,Hyderabad,Semi-Furnished,Super Area,12000
919,3,2,Hyderabad,Semi-Furnished,Carpet Area,25000
25,3,3,Hyderabad,Semi-Furnished,Carpet Area,23000
1050,2,2,Hyderabad,Semi-Furnished,Super Area,12000
200,2,2,Hyderabad,Unfurnished,Carpet Area,6500
450,1,1,Hyderabad,Unfurnished,Super Area,9000
1000,4,3,Hyderabad,Semi-Furnished,Super Area,25000
1250,3,2,Hyderabad,Semi-Furnished,Carpet Area,12500
1900,3,3,Hyderabad,Unfurnished,Carpet Area,45000
1500,2,2,Hyderabad,Semi-Furnished,Super Area,27000
2395,3,3,Hyderabad,Semi-Furnished,Carpet Area,75000
1800,2,2,Hyderabad,Furnished,Super Area,9000
700,2,2,Hyderabad,Unfurnished,Carpet Area,12000
1700,3,2,Hyderabad,Unfurnished,Super Area,24000
1200,2,2,Hyderabad,Unfurnished,Super Area,15000
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,24000
745,2,2,Hyderabad,Unfurnished,Super Area,12000
2210,3,3,Hyderabad,Semi-Furnished,Super Area,27000
1450,3,3,Hyderabad,Semi-Furnished,Carpet Area,30000
1400,3,3,Hyderabad,Semi-Furnished,Super Area,20000
2000,3,3,Hyderabad,Furnished,Carpet Area,22000
1815,4,3,Hyderabad,Semi-Furnished,Super Area,25000
1000,2,1,Hyderabad,Semi-Furnished,Super Area,23000
1000,2,2,Hyderabad,Unfurnished,Super Area,12000
1200,2,3,Hyderabad,Unfurnished,Super Area,18000
2430,3,3,Hyderabad,Semi-Furnished,Super Area,55000
140,1,1,Hyderabad,Unfurnished,Super Area,5000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,13000
1100,2,3,Hyderabad,Unfurnished,Super Area,9000
800,2,2,Hyderabad,Unfurnished,Carpet Area,7000
1500,3,3,Hyderabad,Semi-Furnished,Super Area,28000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,15000
1350,3,3,Hyderabad,Semi-Furnished,Super Area,14000
2300,5,3,Hyderabad,Unfurnished,Carpet Area,45000
1300,1,2,Hyderabad,Furnished,Super Area,12000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,12500
1210,2,2,Hyderabad,Unfurnished,Super Area,13000
1050,2,2,Hyderabad,Unfurnished,Super Area,9500
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,35000
300,1,1,Hyderabad,Unfurnished,Super Area,4000
300,1,1,Hyderabad,Semi-Furnished,Super Area,8000
1010,2,2,Hyderabad,Unfurnished,Carpet Area,12500
1850,3,3,Hyderabad,Furnished,Carpet Area,65000
1300,2,2,Hyderabad,Semi-Furnished,Carpet Area,13000
1100,2,2,Hyderabad,Unfurnished,Carpet Area,12500
2200,3,3,Hyderabad,Semi-Furnished,Carpet Area,45000
500,1,1,Hyderabad,Unfurnished,Built Area,6000
2290,3,3,Hyderabad,Semi-Furnished,Super Area,50000
1900,3,3,Hyderabad,Semi-Furnished,Carpet Area,40000
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,30000
800,2,1,Hyderabad,Unfurnished,Super Area,7000
1600,3,3,Hyderabad,Furnished,Super Area,25000
500,1,1,Hyderabad,Unfurnished,Super Area,9000
1500,3,3,Hyderabad,Furnished,Carpet Area,16000
650,1,1,Hyderabad,Semi-Furnished,Super Area,10500
3300,4,4,Hyderabad,Semi-Furnished,Carpet Area,100000
1200,2,2,Hyderabad,Unfurnished,Super Area,9000
800,2,2,Hyderabad,Semi-Furnished,Super Area,11000
1200,3,4,Hyderabad,Semi-Furnished,Super Area,24000
1000,2,1,Hyderabad,Unfurnished,Super Area,12000
1600,2,3,Hyderabad,Unfurnished,Super Area,20000
1200,2,2,Hyderabad,Furnished,Carpet Area,24000
1100,2,2,Hyderabad,Semi-Furnished,Super Area,12000
1250,3,3,Hyderabad,Semi-Furnished,Carpet Area,12000
1100,2,2,Hyderabad,Unfurnished,Carpet Area,10000
1600,2,2,Hyderabad,Furnished,Super Area,45000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,22000
455,1,1,Hyderabad,Unfurnished,Super Area,6500
1473,3,2,Hyderabad,Furnished,Super Area,40000
4050,5,4,Hyderabad,Unfurnished,Super Area,300000
400,1,1,Hyderabad,Unfurnished,Super Area,4000
1300,2,2,Hyderabad,Semi-Furnished,Super Area,12000
2520,4,5,Hyderabad,Semi-Furnished,Carpet Area,27000
500,1,1,Hyderabad,Furnished,Super Area,10000
200,2,1,Hyderabad,Unfurnished,Super Area,10000
1200,2,2,Hyderabad,Unfurnished,Super Area,10000
1950,3,3,Hyderabad,Semi-Furnished,Super Area,18000
500,1,1,Hyderabad,Semi-Furnished,Carpet Area,14500
500,1,3,Hyderabad,Unfurnished,Super Area,9000
1150,2,2,Hyderabad,Furnished,Super Area,14000
242,2,2,Hyderabad,Unfurnished,Super Area,18000
720,2,2,Hyderabad,Semi-Furnished,Carpet Area,9500
1800,3,3,Hyderabad,Unfurnished,Super Area,49000
450,1,1,Hyderabad,Semi-Furnished,Super Area,9000
130,2,2,Hyderabad,Unfurnished,Super Area,130000
690,2,2,Hyderabad,Unfurnished,Super Area,8000
1000,2,2,Hyderabad,Furnished,Super Area,13000
1500,3,2,Hyderabad,Semi-Furnished,Super Area,18000
1150,3,3,Hyderabad,Semi-Furnished,Super Area,18000
1783,3,2,Hyderabad,Semi-Furnished,Super Area,32000
900,2,2,Hyderabad,Unfurnished,Super Area,15000
1725,3,3,Hyderabad,Furnished,Super Area,35000
680,1,1,Hyderabad,Unfurnished,Carpet Area,6000
550,1,1,Hyderabad,Semi-Furnished,Super Area,9000
1290,2,2,Hyderabad,Semi-Furnished,Super Area,9500
1450,2,2,Hyderabad,Semi-Furnished,Super Area,12500
1300,2,2,Hyderabad,Semi-Furnished,Super Area,25000
1450,2,2,Hyderabad,Semi-Furnished,Super Area,15000
1496,3,2,Hyderabad,Semi-Furnished,Carpet Area,38000
1850,3,2,Hyderabad,Semi-Furnished,Super Area,20000
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,15000
3500,3,3,Hyderabad,Semi-Furnished,Carpet Area,130000
1850,3,3,Hyderabad,Semi-Furnished,Super Area,27000
1210,2,2,Hyderabad,Unfurnished,Super Area,16000
1400,2,2,Hyderabad,Semi-Furnished,Super Area,13000
950,2,2,Hyderabad,Semi-Furnished,Super Area,10000
878,2,2,Hyderabad,Semi-Furnished,Super Area,10000
875,2,2,Hyderabad,Unfurnished,Super Area,17000
300,2,2,Hyderabad,Furnished,Super Area,12500
1800,3,3,Hyderabad,Furnished,Super Area,25000
1956,3,3,Hyderabad,Semi-Furnished,Super Area,35000
800,2,1,Hyderabad,Unfurnished,Super Area,12000
1175,2,2,Hyderabad,Unfurnished,Super Area,12000
1080,2,2,Hyderabad,Semi-Furnished,Super Area,15000
1955,3,3,Hyderabad,Unfurnished,Super Area,45000
950,2,2,Hyderabad,Unfurnished,Super Area,20000
800,2,2,Hyderabad,Unfurnished,Super Area,15000
1090,2,2,Hyderabad,Unfurnished,Super Area,10000
1450,3,3,Hyderabad,Semi-Furnished,Carpet Area,15000
1070,2,2,Hyderabad,Semi-Furnished,Carpet Area,19800
60,2,2,Hyderabad,Unfurnished,Super Area,8500
3133,4,5,Hyderabad,Furnished,Carpet Area,130000
900,1,1,Hyderabad,Unfurnished,Carpet Area,8500
60,1,1,Hyderabad,Semi-Furnished,Super Area,4500
600,2,2,Hyderabad,Unfurnished,Super Area,9000
750,1,1,Hyderabad,Semi-Furnished,Carpet Area,13000
900,2,2,Hyderabad,Unfurnished,Super Area,18000
1800,3,3,Hyderabad,Semi-Furnished,Carpet Area,26000
470,1,1,Hyderabad,Furnished,Super Area,17000
720,2,2,Hyderabad,Unfurnished,Super Area,9000
450,1,1,Hyderabad,Unfurnished,Super Area,8000
600,2,2,Hyderabad,Unfurnished,Super Area,10000
1100,2,2,Hyderabad,Unfurnished,Super Area,12000
1300,2,2,Hyderabad,Unfurnished,Super Area,14000
1500,2,2,Hyderabad,Semi-Furnished,Super Area,25000
1200,2,2,Hyderabad,Furnished,Super Area,22000
3000,4,4,Hyderabad,Semi-Furnished,Super Area,45000
2000,3,3,Hyderabad,Semi-Furnished,Carpet Area,20000
800,2,2,Hyderabad,Unfurnished,Super Area,16000
1000,3,3,Hyderabad,Semi-Furnished,Carpet Area,35000
1200,2,2,Hyderabad,Unfurnished,Super Area,15000
400,1,1,Hyderabad,Unfurnished,Super Area,5500
1250,3,2,Hyderabad,Unfurnished,Carpet Area,35000
700,1,1,Hyderabad,Semi-Furnished,Carpet Area,14000
1100,2,2,Hyderabad,Furnished,Super Area,25000
2050,4,2,Hyderabad,Semi-Furnished,Super Area,36000
1428,2,2,Hyderabad,Semi-Furnished,Super Area,20000
1700,3,3,Hyderabad,Furnished,Carpet Area,30000
1140,2,2,Hyderabad,Semi-Furnished,Super Area,12000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,16000
1160,2,2,Hyderabad,Unfurnished,Super Area,13000
3000,3,2,Hyderabad,Furnished,Carpet Area,22000
450,1,1,Hyderabad,Unfurnished,Super Area,15000
1540,3,2,Hyderabad,Unfurnished,Super Area,14000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,8000
1417,3,3,Hyderabad,Furnished,Carpet Area,57000
2100,3,3,Hyderabad,Furnished,Carpet Area,1200
550,2,1,Hyderabad,Unfurnished,Carpet Area,8000
1600,3,3,Hyderabad,Semi-Furnished,Super Area,15000
1200,2,2,Hyderabad,Furnished,Super Area,17000
500,2,2,Hyderabad,Furnished,Super Area,12000
1300,3,2,Hyderabad,Semi-Furnished,Carpet Area,25000
600,2,1,Hyderabad,Unfurnished,Super Area,13000
1565,3,3,Hyderabad,Furnished,Carpet Area,35000
350,1,1,Hyderabad,Unfurnished,Super Area,6500
1100,2,2,Hyderabad,Unfurnished,Super Area,11000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,25000
2000,3,3,Hyderabad,Furnished,Super Area,35000
2200,3,3,Hyderabad,Semi-Furnished,Super Area,27000
1400,3,3,Hyderabad,Unfurnished,Super Area,18000
1950,3,3,Hyderabad,Semi-Furnished,Super Area,20000
130,2,2,Hyderabad,Unfurnished,Carpet Area,8500
1300,2,2,Hyderabad,Semi-Furnished,Super Area,14000
1675,3,3,Hyderabad,Unfurnished,Super Area,35000
1135,2,2,Hyderabad,Semi-Furnished,Super Area,16000
1800,3,2,Hyderabad,Unfurnished,Super Area,20000
1400,3,3,Hyderabad,Furnished,Super Area,18000
3698,4,5,Hyderabad,Semi-Furnished,Carpet Area,140000
950,2,2,Hyderabad,Unfurnished,Super Area,10000
650,2,2,Hyderabad,Unfurnished,Super Area,12000
100,1,1,Hyderabad,Semi-Furnished,Carpet Area,5300
950,2,2,Hyderabad,Unfurnished,Carpet Area,11000
1000,2,2,Hyderabad,Unfurnished,Carpet Area,12000
900,2,1,Hyderabad,Semi-Furnished,Carpet Area,12000
1800,3,3,Hyderabad,Semi-Furnished,Carpet Area,20000
1000,2,2,Hyderabad,Unfurnished,Super Area,13000
1800,3,3,Hyderabad,Semi-Furnished,Super Area,22000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,15000
450,1,1,Hyderabad,Unfurnished,Super Area,5400
1771,3,3,Hyderabad,Unfurnished,Super Area,16500
1150,2,2,Hyderabad,Furnished,Carpet Area,12000
1000,2,2,Hyderabad,Semi-Furnished,Super Area,8500
1050,2,2,Hyderabad,Semi-Furnished,Carpet Area,14000
1500,3,2,Hyderabad,Unfurnished,Carpet Area,15000
750,2,2,Hyderabad,Unfurnished,Super Area,6000
1100,2,2,Hyderabad,Semi-Furnished,Super Area,14000
800,2,2,Hyderabad,Unfurnished,Super Area,15000
150,3,3,Hyderabad,Unfurnished,Carpet Area,37000
750,1,1,Hyderabad,Unfurnished,Super Area,6500
600,2,1,Hyderabad,Unfurnished,Super Area,10000
1080,2,2,Hyderabad,Semi-Furnished,Super Area,12000
1100,2,2,Hyderabad,Unfurnished,Super Area,12000
750,2,2,Hyderabad,Semi-Furnished,Super Area,9000
2405,3,4,Hyderabad,Semi-Furnished,Super Area,60000
1248,2,2,Hyderabad,Semi-Furnished,Carpet Area,18000
1110,2,2,Hyderabad,Semi-Furnished,Carpet Area,14000
2300,3,3,Hyderabad,Semi-Furnished,Carpet Area,50000
1000,2,2,Hyderabad,Furnished,Carpet Area,17000
800,2,2,Hyderabad,Unfurnished,Super Area,9000
3115,4,5,Hyderabad,Furnished,Super Area,80000
500,1,1,Hyderabad,Unfurnished,Super Area,7500
950,2,2,Hyderabad,Unfurnished,Carpet Area,14000
1374,2,2,Hyderabad,Semi-Furnished,Super Area,14000
1300,1,1,Hyderabad,Furnished,Carpet Area,10000
1150,2,2,Hyderabad,Furnished,Super Area,17000
450,1,1,Hyderabad,Semi-Furnished,Carpet Area,6500
927,2,2,Hyderabad,Semi-Furnished,Super Area,10000
1500,3,3,Hyderabad,Unfurnished,Super Area,22000
1200,2,2,Hyderabad,Unfurnished,Super Area,15000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,12000
2800,3,3,Hyderabad,Furnished,Carpet Area,52000
562,1,1,Hyderabad,Unfurnished,Super Area,6500
1500,2,2,Hyderabad,Semi-Furnished,Super Area,20000
1950,3,3,Hyderabad,Semi-Furnished,Super Area,25000
1360,3,2,Hyderabad,Furnished,Super Area,14000
1800,3,3,Hyderabad,Semi-Furnished,Super Area,25000
950,2,2,Hyderabad,Semi-Furnished,Super Area,12500
780,2,2,Hyderabad,Unfurnished,Carpet Area,12000
500,1,1,Hyderabad,Semi-Furnished,Super Area,10000
1050,2,2,Hyderabad,Semi-Furnished,Super Area,17000
600,1,1,Hyderabad,Semi-Furnished,Carpet Area,15500
1800,3,3,Hyderabad,Semi-Furnished,Carpet Area,65000
1800,3,3,Hyderabad,Unfurnished,Carpet Area,60000
1900,3,3,Hyderabad,Semi-Furnished,Carpet Area,45000
1100,2,2,Hyderabad,Unfurnished,Super Area,10500
200,2,1,Hyderabad,Unfurnished,Super Area,9000
1400,3,3,Hyderabad,Semi-Furnished,Super Area,20000
1200,2,2,Hyderabad,Semi-Furnished,Carpet Area,20000
1600,3,3,Hyderabad,Furnished,Super Area,18000
1150,2,2,Hyderabad,Semi-Furnished,Super Area,12000
130,2,2,Hyderabad,Unfurnished,Super Area,12000
3800,4,4,Hyderabad,Semi-Furnished,Carpet Area,120000
1720,3,3,Hyderabad,Semi-Furnished,Super Area,28000
500,1,1,Hyderabad,Unfurnished,Super Area,6000
1200,2,2,Hyderabad,Unfurnished,Super Area,12500
2400,4,4,Hyderabad,Semi-Furnished,Super Area,31000
800,2,2,Hyderabad,Furnished,Super Area,7000
1300,2,2,Hyderabad,Semi-Furnished,Super Area,22000
1400,2,2,Hyderabad,Furnished,Super Area,17500
650,2,2,Hyderabad,Unfurnished,Super Area,14000
103,2,2,Hyderabad,Unfurnished,Super Area,9500
950,1,1,Hyderabad,Semi-Furnished,Super Area,7000
1500,3,3,Hyderabad,Unfurnished,Super Area,15000
1550,3,2,Hyderabad,Unfurnished,Carpet Area,15000
140,2,2,Hyderabad,Unfurnished,Super Area,10000
1800,3,2,Hyderabad,Unfurnished,Super Area,14000
2550,4,4,Hyderabad,Semi-Furnished,Carpet Area,85000
500,1,1,Hyderabad,Unfurnished,Super Area,5500
800,2,2,Hyderabad,Semi-Furnished,Super Area,14000
800,2,2,Hyderabad,Semi-Furnished,Super Area,10000
1300,2,2,Hyderabad,Unfurnished,Super Area,10000
600,2,2,Hyderabad,Unfurnished,Super Area,13000
1000,3,3,Hyderabad,Unfurnished,Super Area,20000
1000,3,3,Hyderabad,Semi-Furnished,Carpet Area,25000
500,1,1,Hyderabad,Semi-Furnished,Super Area,7500
8000,1,10,Hyderabad,Unfurnished,Super Area,200000
1100,2,2,Hyderabad,Unfurnished,Carpet Area,12000
1100,2,2,Hyderabad,Unfurnished,Carpet Area,9500
200,2,2,Hyderabad,Unfurnished,Carpet Area,12000
1800,2,2,Hyderabad,Unfurnished,Super Area,10000
190,2,2,Hyderabad,Furnished,Super Area,8000
1350,3,2,Hyderabad,Unfurnished,Super Area,16000
1200,2,2,Hyderabad,Unfurnished,Super Area,12333
400,1,1,Hyderabad,Unfurnished,Carpet Area,9500
1200,2,2,Hyderabad,Semi-Furnished,Super Area,16000
1400,3,3,Hyderabad,Semi-Furnished,Super Area,20000
1300,3,3,Hyderabad,Unfurnished,Carpet Area,14000
400,1,1,Hyderabad,Unfurnished,Carpet Area,7500
650,1,1,Hyderabad,Unfurnished,Super Area,13900
500,1,1,Hyderabad,Unfurnished,Super Area,5500
875,2,2,Hyderabad,Semi-Furnished,Super Area,9000
850,1,2,Hyderabad,Unfurnished,Super Area,4700
1730,3,3,Hyderabad,Semi-Furnished,Super Area,30000
1500,3,3,Hyderabad,Semi-Furnished,Carpet Area,16500
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,24000
900,2,2,Hyderabad,Unfurnished,Super Area,9500
925,2,2,Hyderabad,Semi-Furnished,Super Area,12000
1500,2,2,Hyderabad,Unfurnished,Super Area,15000
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,22500
1300,3,3,Hyderabad,Semi-Furnished,Carpet Area,32000
1200,2,2,Hyderabad,Semi-Furnished,Super Area,10000
133,2,2,Hyderabad,Semi-Furnished,Super Area,13000
950,2,2,Hyderabad,Unfurnished,Super Area,7000
1200,3,3,Hyderabad,Semi-Furnished,Super Area,12000
950,2,2,Hyderabad,Unfurnished,Super Area,7500
1095,2,2,Hyderabad,Semi-Furnished,Super Area,15000
400,1,1,Hyderabad,Unfurnished,Super Area,8000
2210,3,3,Hyderabad,Semi-Furnished,Super Area,25000
1450,3,2,Hyderabad,Semi-Furnished,Super Area,26000
192,3,3,Hyderabad,Semi-Furnished,Super Area,15000
80,1,1,Hyderabad,Semi-Furnished,Super Area,3000
1315,2,2,Hyderabad,Semi-Furnished,Super Area,12500
1600,3,3,Hyderabad,Semi-Furnished,Carpet Area,42000
1450,2,2,Hyderabad,Semi-Furnished,Super Area,20000
1900,3,3,Hyderabad,Semi-Furnished,Carpet Area,40000
2600,3,3,Hyderabad,Semi-Furnished,Carpet Area,45000
450,1,2,Hyderabad,Unfurnished,Super Area,8500
1000,2,2,Hyderabad,Semi-Furnished,Super Area,15000
100,2,2,Hyderabad,Unfurnished,Super Area,9000
1100,2,2,Hyderabad,Unfurnished,Super Area,14000
1200,2,2,Hyderabad,Unfurnished,Super Area,11000
1400,2,2,Hyderabad,Unfurnished,Super Area,10000
2000,3,3,Hyderabad,Semi-Furnished,Carpet Area,55000
1070,2,2,Hyderabad,Unfurnished,Carpet Area,10000
1450,2,2,Hyderabad,Unfurnished,Carpet Area,25000
1230,2,2,Hyderabad,Furnished,Super Area,27000
1000,2,3,Hyderabad,Semi-Furnished,Super Area,12000
1200,2,2,Hyderabad,Unfurnished,Super Area,16000
150,2,2,Hyderabad,Unfurnished,Super Area,8000
850,2,2,Hyderabad,Semi-Furnished,Super Area,14000
1300,2,2,Hyderabad,Unfurnished,Super Area,10000
4761,4,5,Hyderabad,Semi-Furnished,Super Area,150000
1250,2,2,Hyderabad,Semi-Furnished,Super Area,16000
100,1,1,Hyderabad,Unfurnished,Super Area,6000
1550,3,2,Hyderabad,Unfurnished,Carpet Area,26000
1300,2,2,Hyderabad,Unfurnished,Carpet Area,13000
1600,3,2,Hyderabad,Semi-Furnished,Carpet Area,28000
1200,2,3,Hyderabad,Unfurnished,Super Area,8500
1200,2,2,Hyderabad,Semi-Furnished,Super Area,12500
1970,3,3,Hyderabad,Semi-Furnished,Super Area,25000
650,2,2,Hyderabad,Unfurnished,Carpet Area,10000
1000,2,3,Hyderabad,Unfurnished,Super Area,12000
1500,3,3,Hyderabad,Unfurnished,Super Area,15000
1250,2,2,Hyderabad,Unfurnished,Super Area,6000
1940,3,3,Hyderabad,Semi-Furnished,Carpet Area,30000
700,2,2,Hyderabad,Unfurnished,Carpet Area,18000
700,2,1,Hyderabad,Semi-Furnished,Super Area,8500
100,2,2,Hyderabad,Unfurnished,Super Area,7500
300,1,1,Hyderabad,Semi-Furnished,Super Area,12000
980,2,2,Hyderabad,Semi-Furnished,Super Area,15000
800,2,2,Hyderabad,Semi-Furnished,Super Area,15500
1250,3,2,Hyderabad,Unfurnished,Super Area,20000
1000,2,2,Hyderabad,Semi-Furnished,Carpet Area,11000
